"V1"	"SMGC_103.fa"	"SMGC_121.fa"	"SMGC_122.fa"	"SMGC_123.fa"	"SMGC_134.fa"	"SMGC_143.fa"	"SMGC_147.fa"	"SMGC_159.fa"	"SMGC_170.fa"	"SMGC_182.fa"	"SMGC_184.fa"	"SMGC_19.fa"	"SMGC_20.fa"	"SMGC_200.fa"	"SMGC_203.fa"	"SMGC_204.fa"	"SMGC_209.fa"	"SMGC_212.fa"	"SMGC_213.fa"	"SMGC_218.fa"	"SMGC_219.fa"	"SMGC_221.fa"	"SMGC_226.fa"	"SMGC_23.fa"	"SMGC_239.fa"	"SMGC_24.fa"	"SMGC_241.fa"	"SMGC_244.fa"	"SMGC_256.fa"	"SMGC_258.fa"	"SMGC_262.fa"	"SMGC_265.fa"	"SMGC_271.fa"	"SMGC_275.fa"	"SMGC_28.fa"	"SMGC_286.fa"	"SMGC_297.fa"	"SMGC_299.fa"	"SMGC_301.fa"	"SMGC_302.fa"	"SMGC_303.fa"	"SMGC_304.fa"	"SMGC_305.fa"	"SMGC_314.fa"	"SMGC_316.fa"	"SMGC_324.fa"	"SMGC_326.fa"	"SMGC_329.fa"	"SMGC_33.fa"	"SMGC_336.fa"	"SMGC_337.fa"	"SMGC_338.fa"	"SMGC_340.fa"	"SMGC_343.fa"	"SMGC_345.fa"	"SMGC_35.fa"	"SMGC_357.fa"	"SMGC_36.fa"	"SMGC_362.fa"	"SMGC_37.fa"	"SMGC_375.fa"	"SMGC_38.fa"	"SMGC_383.fa"	"SMGC_384.fa"	"SMGC_385.fa"	"SMGC_390.fa"	"SMGC_392.fa"	"SMGC_395.fa"	"SMGC_416.fa"	"SMGC_418.fa"	"SMGC_434.fa"	"SMGC_436.fa"	"SMGC_45.fa"	"SMGC_464.fa"	"SMGC_469.fa"	"SMGC_473.fa"	"SMGC_481.fa"	"SMGC_485.fa"	"SMGC_490.fa"	"SMGC_506.fa"	"SMGC_507.fa"	"SMGC_51.fa"	"SMGC_512.fa"	"SMGC_515.fa"	"SMGC_523.fa"	"SMGC_528.fa"	"SMGC_53.fa"	"SMGC_531.fa"	"SMGC_538.fa"	"SMGC_539.fa"	"SMGC_540.fa"	"SMGC_541.fa"	"SMGC_544.fa"	"SMGC_545.fa"	"SMGC_55.fa"	"SMGC_56.fa"	"SMGC_573.fa"	"SMGC_590.fa"	"SMGC_601.fa"	"SMGC_611.fa"	"SMGC_617.fa"	"SMGC_619.fa"	"SMGC_62.fa"	"SMGC_66.fa"	"SMGC_7.fa"	"SMGC_70.fa"	"SMGC_75.fa"	"SMGC_76.fa"	"SMGC_77.fa"	"SMGC_79.fa"	"SMGC_84.fa"	"SMGC_85.fa"	"SMGC_88.fa"	"SMGC_90.fa"	"SMGC_92.fa"	"SMGC_94.fa"	"SMGC_96.fa"	"SMGC_97.fa"
"SMGC_299.fa"	1	1	1	1	1	0.232736	1	0.230527	1	0.236348	0.228798	0.233832	1	1	1	1	1	1	1	1	1	0.22952	0.233095	1	1	1	1	1	0.232645	1	1	1	0.237758	1	1	1	1	0	1	0.230321	0.226297	1	1	0.229328	0.227941	1	0.229974	0.229702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.238292	1	1	1	1	1	1	1	0.233416	1	0.237852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.214617	1	0.238186	1	0.222619	1	1	1	1	0.23793	0.230007	0.239212	1	0.236504	0.2375	1	0.236084	1	1	1	1	1	1	0.230528	0.228806
"SMGC_301.fa"	1	1	0.217661	1	1	1	1	0.239906	1	0.230391	1	0.239989	1	1	1	1	1	0.224386	0.228017	1	1	1	1	0.230102	1	1	1	1	0.233161	1	1	1	0.225308	0.234034	1	1	1	1	0	1	1	0.218959	0.226849	1	1	1	1	1	1	1	0.227192	0.225548	1	0.232682	1	0.233496	1	1	0.235903	1	1	0.227946	1	1	1	1	0.237613	0.23265	1	1	1	1	1	1	1	1	1	1	1	1	0.212864	0.231407	1	1	1	1	1	0.230799	1	1	1	1	1	1	1	0.227535	1	1	1	1	0.191945	1	1	0.242017	0.234852	1	0.225772	0.226549	0.225601	0.227943	0.225511	0.225166	0.225155	0.225511	0.224203	1	1	0.237807
"SMGC_302.fa"	1	1	1	1	1	1	1	0.223332	1	1	0.230177	0.235172	1	1	1	1	1	1	1	1	1	0.222003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.227536	1	0	0.201501	1	1	0.23118	0.127524	1	0.231575	0.200373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.241086	1	1	1	1	1	1	1	0.232216	1	0.23783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.231463	1	1	1	0.238068	1	1	1	1	0.240688	0.223267	1	1	1	1	1	1	1	1	1	1	1	1	0.227728	0.226736
"SMGC_303.fa"	1	1	1	1	1	1	1	0.229085	1	1	0.232123	0.235652	1	1	1	1	1	1	1	1	1	0.22489	1	1	1	1	1	1	0.238493	1	1	1	1	1	1	1	1	0.223232	1	0.203779	0	1	1	0.227836	0.191676	1	0.229232	0.135788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.241023	1	1	1	1	1	1	1	0.230094	1	0.235089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.230268	1	1	1	1	1	1	1	1	0.244364	0.228234	1	1	0.240239	0.239004	1	0.242594	1	1	1	1	1	1	0.230569	0.227586
"SMGC_304.fa"	1	1	0.226108	1	1	1	1	1	1	0.228664	1	0.230752	1	1	1	1	1	0.214083	0.218378	1	1	1	1	0.227055	1	1	1	1	0.22646	1	1	1	0.225776	0.224232	1	1	1	1	0.218391	1	1	0	0.226727	1	1	1	1	1	1	1	0.22992	0.216415	1	0.225316	1	0.229453	1	1	0.237748	1	1	0.221331	1	1	1	1	0.239362	0.232696	1	1	1	1	1	1	1	1	1	1	1	1	0.151243	0.227651	1	1	1	1	1	0.227995	1	1	1	1	1	1	1	0.221614	1	1	1	1	0.221165	1	1	1	0.228114	1	0.223983	0.223711	0.218377	0.223488	0.218803	0.220221	0.215722	0.220955	0.21725	1	1	1
"SMGC_305.fa"	1	1	0.097793	1	1	1	1	0.24367	1	0.225856	1	0.231386	1	1	1	1	1	0.183965	0.187664	1	1	1	1	0.228981	1	1	1	1	0.225658	1	1	1	0.221349	0.205584	1	1	1	1	0.22591	1	1	0.227788	0	1	1	1	1	1	1	1	0.112861	0.223901	1	0.107146	1	0.213336	1	1	0.223208	1	1	0.102813	1	1	1	1	1	0.231592	1	1	1	1	1	1	1	1	1	1	1	1	0.221849	0.226382	1	1	1	1	1	0.211495	1	1	1	1	1	1	1	0.222201	1	1	0.228227	1	0.229212	1	1	1	0.222498	1	0.223695	0.222471	0.203897	0.220814	0.18705	0.204219	0.205403	0.059476	0.0598439999999999	1	1	1
"SMGC_314.fa"	1	1	1	1	1	0.241554	1	0.220633	1	0.239371	0.22866	0.240579	1	1	1	1	0.253383	1	1	1	1	0.223486	0.238831	1	1	1	1	1	0.238142	0.251549	1	1	0.235459	1	1	1	1	0.227912	1	0.232828	0.231249	1	1	0	0.229537	1	0.181896	0.2328	0.228818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.242321	1	1	1	1	1	1	1	0.225669	1	0.237378	1	1	1	0.233599	1	1	1	1	0.25247	1	0.243837	1	1	1	1	1	0.235498	1	0.236977	1	0.233183	1	1	1	1	0.245361	0.223169	0.239688	1	0.23483	0.237594	1	0.239656	1	1	1	1	1	0.233314	0.232486	0.227082
"SMGC_316.fa"	1	1	1	1	1	0.237453	1	0.226064	1	0.23615	0.23066	0.235694	1	1	1	1	1	1	1	1	1	0.223234	0.23848	1	0.249177	1	1	1	0.235103	0.24993	1	1	0.233227	1	1	1	1	0.228965	1	0.127517	0.195696	1	1	0.22906	0	1	0.22676	0.200347	0.233717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.240312	1	1	1	1	1	1	1	0.229701	1	0.240485	1	1	1	0.240013	1	1	1	1	0.246951	1	0.241105	1	1	1	1	1	0.229669	1	0.234043	1	0.23585	1	1	1	1	0.242203	0.223975	0.238519	1	0.237077	0.235351	0.24193	0.237257	1	1	1	1	1	0.234353	0.227984	0.229744
"SMGC_324.fa"	1	1	1	1	1	1	1	0.251251	1	1	1	1	1	1	1	1	0.140864	1	1	1	1	1	1	1	0.234905	1	1	1	1	0.238021	1	1	1	1	1	1	0.235231	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.238653	1	1	1	0.169477	1	0.239585	0.251479	1	1	1	1	1	1	1	1	1	1	1	1	0.245591	1	1	0.237982	1	1	0.236836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_326.fa"	1	1	1	1	1	0.237909	1	0.223414	1	0.235445	0.227051	0.236386	1	1	1	1	1	1	1	1	1	0.225379	0.23422	1	1	1	1	1	0.235693	1	1	1	0.231531	1	1	1	1	0.227904	1	0.232486	0.230169	1	1	0.179033	0.228634	1	0	0.233063	0.231268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.240909	1	1	1	1	1	1	1	0.224464	1	0.235496	1	1	0.249309	0.236911	1	1	1	1	1	1	0.241003	1	0.239728	1	1	1	0.233284	1	0.234565	1	0.232034	1	1	1	1	0.240679	0.22455	0.23843	1	0.231792	0.23414	1	0.237976	1	1	1	1	1	0.229683	0.230299	0.222623
"SMGC_329.fa"	1	1	1	1	1	0.242878	1	0.230856	1	0.238958	0.234289	0.23676	1	1	1	1	1	1	1	1	1	0.225465	0.244133	1	1	1	1	1	0.235609	1	1	1	0.241697	1	1	1	1	0.229156	1	0.198229	0.136775	1	1	0.231232	0.202435	1	0.234662	0	0.240824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.240983	1	1	1	1	1	1	1	0.234175	1	0.243361	1	1	1	1	1	1	1	1	1	1	0.244692	1	1	1	1	1	0.227871	1	0.239537	1	0.235854	1	1	1	1	0.242331	0.229499	1	1	0.239885	0.242988	1	0.242507	1	1	1	1	1	0.239248	0.233543	0.233753
"SMGC_33.fa"	1	1	1	1	1	1	1	0.234522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.23068	1	1	0.237012	1	1	0.22845	0.229857	1	0.230697	0.238268	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.238393	1	1	1	1	1	1	1	1	1	0.239001	1	1	1	1	1	1	1	1	1	1	1	0.126615	1	0.235136
"SMGC_336.fa"	1	0.206286	1	1	1	1	0.0767140000000001	1	1	1	1	1	1	0.060451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0.218287	1	1	1	1	1	1	1	1	1	1	0.14609	1	1	1	1	1	1	1	1	1	0.08697	1	1	1	1	1	1	0.218925	0.073253	1	1	0.074969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_337.fa"	1	1	0.122683	1	1	1	1	1	1	0.222412	1	0.23051	1	1	1	1	1	0.186742	0.18898	1	1	1	1	0.229032	1	1	1	1	0.227594	1	1	1	0.226085	0.20873	1	1	1	1	0.22292	1	1	0.231775	0.112355	1	1	1	1	1	1	1	0	0.231312	1	0.0927089999999999	1	0.216651	1	1	0.228222	1	1	0.058068	1	1	1	1	1	0.233128	1	1	1	1	1	1	1	1	1	1	1	1	0.22657	0.223307	1	1	1	1	1	0.215358	1	1	1	1	1	1	1	0.224032	1	1	1	1	0.223848	1	1	1	0.223607	1	0.225601	0.225216	0.208843	0.223773	0.188017	0.209402	0.206841	0.112354	0.112454	1	1	1
"SMGC_338.fa"	1	1	0.223327	1	1	1	1	1	1	0.226087	1	0.23416	1	1	1	1	1	0.224661	0.227373	1	1	1	1	0.0497620000000001	1	1	1	1	0.229614	1	1	1	0.225794	0.227904	1	1	1	1	0.224343	1	1	0.215127	0.226128	1	1	1	1	1	1	1	0.231571	0	1	0.227357	1	0.229799	1	1	1	1	1	0.216003	1	1	1	1	0.237079	0.226478	1	1	1	1	1	1	1	1	1	1	1	1	0.222111	0.225863	1	1	1	1	1	0.229081	1	1	1	1	1	1	1	0.225094	1	1	1	1	0.228107	1	1	1	0.22636	1	0.219694	0.222615	0.213129	0.21683	0.231331	0.214145	0.212875	0.219057	0.217179	1	1	1
"SMGC_340.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_343.fa"	1	1	0.123382	1	1	1	1	1	1	0.227852	1	0.233137	1	1	1	1	1	0.190004	0.191663	1	1	1	1	0.234156	1	1	1	1	0.2269	1	1	1	0.225061	0.20734	1	1	1	1	0.228156	1	1	0.221125	0.108127	1	1	1	1	1	1	1	0.094418	0.227757	1	0	1	0.214636	1	1	0.224356	1	1	0.0932040000000001	1	1	1	1	1	0.22811	1	1	1	1	1	1	1	1	1	1	1	1	0.228185	0.225701	1	1	1	1	1	0.215847	1	1	1	1	1	1	1	0.224816	1	1	0.232202	1	0.230066	1	1	1	0.227879	1	0.221173	0.225669	0.206027	0.222936	0.188911	0.208057	0.20633	0.106258	0.112393	1	1	1
"SMGC_345.fa"	1	1	1	1	1	0.216269	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.182738	1	1	1	1	1	1	1	1	1	1	1	0.139664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0.118282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_35.fa"	1	1	0.217298	1	1	1	1	1	1	0.233463	1	0.237556	1	1	1	1	1	0.219723	0.217606	1	1	1	1	0.232778	1	1	1	1	0.230185	1	1	1	0.225993	0.066516	1	1	1	1	0.236326	1	1	0.229396	0.211573	1	1	1	1	1	1	1	0.21714	0.230006	1	0.21387	1	0	1	1	0.170628	1	1	0.211362	1	1	1	1	1	0.234006	1	1	1	1	1	1	1	1	1	1	1	1	0.226229	0.227476	1	1	1	1	1	0.171138	1	1	1	1	1	1	1	0.22768	1	1	0.0799179999999999	1	0.240453	1	1	1	0.228819	1	0.226664	0.228469	0.158551	0.225145	0.21946	0.0688030000000001	0.208886	0.211742	0.212575	1	1	1
"SMGC_357.fa"	1	1	1	1	1	1	1	1	1	1	1	1	0.19784	1	1	1	1	1	1	1	1	1	1	1	1	1	0.202906	0.204924	1	1	1	1	1	1	1	0.203184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.227482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_36.fa"	1	1	1	1	1	0.21837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.186634	1	1	1	1	1	1	1	1	1	1	1	0.148215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.118924	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_362.fa"	1	1	0.222222	1	1	1	1	1	1	0.238044	1	0.238681	1	1	1	1	1	0.223572	0.223301	1	1	1	1	1	1	1	1	1	0.233349	1	1	1	0.23206	0.167093	1	1	1	1	0.236157	1	1	1	0.21873	1	1	1	1	1	1	1	0.22747	1	1	0.224195	1	0.171728	1	1	0	1	1	0.224197	1	1	1	1	1	0.238299	1	1	1	1	1	1	1	1	1	1	1	1	0.238125	0.233112	1	1	1	1	1	0.179214	1	1	1	1	1	1	1	0.232572	1	1	0.185384	1	1	1	1	1	0.23431	1	0.231733	0.231225	0.057968	0.231519	0.222503	0.17103	0.21682	0.216462	0.21722	1	1	1
"SMGC_37.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.236162	1	1	1	1	1	1	1	0.237511	1	1	1	1	0.205389	1	1	1	1	1	1	0.201395	1	1	1	1	1	1	1	1	0.236817	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0.234955	1	0.242763	0.253617	1	1	1	1	1	1	1	1	1	1	1	1	0.247137	1	1	0.245034	1	1	0.193093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_375.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_38.fa"	1	1	0.102839	1	1	1	1	1	1	0.223594	1	0.234838	1	1	1	1	1	0.187416	0.188242	1	1	1	1	0.229973	1	1	1	1	0.223708	1	1	1	0.221889	0.208353	1	1	1	1	0.225462	1	1	0.222808	0.1039	1	1	1	1	1	1	1	0.0601	0.221568	1	0.0940260000000001	1	0.213043	1	1	0.225399	1	1	0	1	1	1	1	1	0.225693	1	1	1	1	1	1	1	1	1	1	1	1	0.222811	0.223555	1	1	1	1	1	0.215421	1	1	1	1	1	1	1	0.225512	1	1	0.230485	1	0.229038	1	1	1	0.226406	1	0.222001	0.221385	0.201731	0.218443	0.190368	0.207424	0.195827	0.102153	0.104035	1	1	1
"SMGC_383.fa"	1	0.22756	1	1	1	1	0.22035	1	1	1	1	1	1	0.223807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.217699	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.223588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.226686	0.224353	1	1	0.220577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_384.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.161143	1	1	1	1	1	1	1	0.235657	1	1	1	1	0.236479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.16836	1	1	1	1	1	1	1	1	1	1	1	1	1	0.235687	1	1	1	1.00000000002876e-06	1	0.235096	0.249203	1	1	1	1	1	1	1	1	1	1	1	1	0.246363	1	1	0.239693	1	1	0.23446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_385.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_390.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.241476	1	1	1	1	1	1	1	0.244709	1	1	1	1	0.243084	1	1	1	1	1	1	0.241903	1	1	1	1	1	1	1	1	0.239791	1	1	1	1	1	1	1	1	1	1	1	1	1	0.244639	1	1	1	0.239469	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.244456	1	1	0.236745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_392.fa"	1	1	1	1	1	0.243639	1	0.239482	1	0.24255	0.241526	0.242006	1	1	1	1	0.25201	1	0.242368	1	1	0.239953	0.245721	0.243428	0.250823	1	1	1	0.237039	0.253356	1	1	0.238924	1	1	1	1	0.239865	0.241027	0.241506	0.244546	0.241233	1	0.24282	0.242597	0.250538	0.240853	0.242576	1	1	1	0.238954	1	1	1	1	1	1	1	0.253045	1	1	1	0.249823	1	1	0	1	1	1	1	1	1	1	0.243414	1	0.247219	1	1	0.252626	0.232936	0.23746	0.249904	1	1	0.253146	1	0.239476	1	1	1	1	1	0.236231	1	0.237078	1	0.237632	1	1	0.241836	1	0.224863	0.240061	0.238057	1	0.238263	0.238455	0.242214	0.240791	1	0.242181	0.238869	0.244194	1	1	0.241009	0.239666
"SMGC_395.fa"	1	1	0.23049	1	1	1	1	1	1	0.210251	1	0.233614	1	1	1	1	1	0.22633	0.225655	1	1	1	1	1	1	1	1	1	0.220724	1	0.22263	1	0.209952	0.226993	1	1	1	1	0.23393	1	1	0.235454	0.227083	1	1	1	1	1	1	1	0.23053	0.229715	1	0.225413	1	0.23324	1	1	0.237849	1	1	0.22467	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0.229923	0.208997	1	1	0.237426	1	1	0.230306	1	1	1	1	1	1	1	0.212007	1	1	1	1	1	1	1	1	0.222696	1	0.2135	0.208417	0.224802	0.207888	0.228787	0.224896	0.226541	0.22461	0.224968	1	1	1
"SMGC_416.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_418.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_434.fa"	1	1	1	1	1	1	1	1	1	1	1	1	0.225712	1	1	1	1	1	1	1	1	1	1	1	1	1	0.23212	0.227145	1	1	1	1	1	1	1	0.234025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.224827	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_436.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00000000002876e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_45.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_464.fa"	1	0.221428	1	1	1	1	0.140005	1	1	1	1	1	1	0.146553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.144309	1	1	1	1	1	1	1	1	1	1	1	1	0.220105	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0.150304	1	1	1	1	1	1	0.217274	0.139235	1	1	0.145667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_469.fa"	1	1	1	1	1	1	1	0.15127	1	1	0.234617	0.238819	1	1	1	1	1	1	1	1	1	0.152705	1	1	1	1	1	1	0.232139	1	1	1	0.237247	1	1	1	1	0.231777	1	0.234393	0.233735	1	1	0.225328	0.229381	1	0.225218	0.233012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.240371	1	1	1	1	1	1	1	0	1	0.24004	1	1	1	1	1	1	1	1	1	1	0.241685	1	1	1	1	1	0.236539	1	0.237557	1	0.237847	1	1	1	1	0.241649	0.221025	1	1	0.238094	0.237436	1	0.234653	1	1	1	1	1	1	0.219405	0.217288
"SMGC_473.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"SMGC_481.fa"	1	1	1	1	1	1	1	0.242314	1	1	0.201383	0.24186	1	1	1	1	1	1	1	1	1	0.24158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.239872	1	0.240668	0.238187	1	1	0.23526	0.24063	1	0.236983	0.242352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.247671	1	1	1	1	1	1	1	0.242251	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.245039	1	1	1	1	1	1	1	1	1	0.239186	1	1	1	1	1	1	1	1	1	1	1	1	1	0.241794
"SMGC_485.fa"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
