"#OTU ID"	"1-FH"	"1-FH-PMA"	"1-UB"	"1-UB-PMA"	"1-AC-PMA"	"1-PC-PMA"	"1-Abd"	"1-Abd-PMA"	"2-FH"	"2-FH-PMA"	"2-UB"	"2-UB-PMA"	"2-AC"	"2-AC-PMA"	"2-PC"	"2-PC-PMA"	"2-FA"	"2-Abd-PMA"	"3-FH"	"3-FH-PMA"	"3-UB"	"3-UB-PMA"	"3-AC"	"3-AC-PMA"	"3-PC"	"3-PC-PMA"	"3-FA"	"3-Abd"	"3-Abd-PMA"	"4-FH"	"4-FH-PMA"	"4-UB"	"4-UB-PMA"	"4-AC"	"4-AC-PMA"	"4-PC"	"4-PC-PMA"	"4-FA"	"4-FA-PMA"	"4-Abd"	"5-FH"	"5-FH-PMA"	"5-UB"	"5-UB-PMA"	"5-AC"	"5-AC-PMA"	"5-PC"	"5-PC-PMA"	"5-FA"	"5-FA-PMA"	"5-Abd"	"6-FH"	"6-FH-PMA"	"6-UB"	"6-UB-PMA"	"6-AC"	"6-AC-PMA"	"6-PC"	"6-PC-PMA"	"6-FA"	"6-Abd"	"7-FH"	"7-FH-PMA"	"7-UB"	"7-UB-PMA"	"7-AC"	"7-PC"	"7-PC-PMA"	"7-FA"	"7-FA-PMA"	"7-Abd"	"8-FH"	"8-FH-PMA"	"8-UB"	"8-UB-PMA"	"8-AC"	"8-AC-PMA"	"8-PC"	"8-PC-PMA"	"8-FA"	"8-FA-PMA"	"8-Abd"	"8-Abd-PMA"	"9-FH"	"9-FH-PMA"	"9-UB"	"9-AC"	"9-AC-PMA"	"9-PC"	"9-PC-PMA"	"9-FA"	"9-Abd"	"10-FH"	"10-FH-PMA"	"10-UB"	"10-UB-PMA"	"10-AC"	"10-PC"	"10-FA"	"10-FA-PMA"	"10-Abd"	"10-Abd-PMA"	"11-FH"	"11-FH-PMA"	"11-UB"	"11-UB-PMA"	"11-AC"	"11-AC-PMA"	"11-PC"	"11-PC-PMA"	"11-FA"	"11-FA-PMA"	"11-Abd"	"12-FH"	"12-FH-PMA"	"12-UB"	"12-UB-PMA"	"12-AC"	"12-AC-PMA"	"12-PC-PMA"	"12-FA-PMA"	"12-Abd"	"12-Abd-PMA"
"SMGC_103"	275	136	180	121	2338	13961	567	968	42	18	162	294	646	607	1877	3755	539	552	49	19	22	21	2003	496	556	1876	1199	506	551	259	608	101	112	3158	1984	614	2057	6266	4629	19452	251	160	91	582	2289	860	11862	17957	8160	6941	60526	3227	2623	42	174	4322	6028	2344	2704	5490	1764	81	74	189	600	949	3551	1547	1855	1965	2752	1444	342	6048	3106	3558	3754	94746	103519	8896	19099	10823	17236	2012	92	150	1925	3079	2272	3271	3961	3031	107	114	106	84	116	1365	88	282	182	88	1649	804	310	92	57	90	21289	10728	2095	2245	371	1841	1542	114	111	691	457	48091	5415	514	253
"SMGC_121"	733	581	64	102	2918	3147	48	108	113	64	518	1581	1052	1014	172	478	852	1064	32	12	26	10	2393	1593	1559	2438	414	306	1090	1087	3052	58	34	3720	4171	746	3240	3921	3119	8456	184	142	108	772	1678	760	4587	3258	4735	5216	6317	828	1495	40	122	1556	3647	1509	4319	3305	1033	1496	1264	370	1226	3216	3080	1821	4672	7890	2939	12106	4048	6427	5804	1046	1112	2180	2820	7921	16802	11647	25197	6758	130	390	2249	1949	995	3160	1140	758	1683	2304	315	550	1689	2022	822	2258	1956	678	26	12	100	52	16	36	120	184	160	398	24	750	1035	46	138	293	384	3298	3635	102	34
"SMGC_122"	264	228	151	111	3179	14167	437	396	119	110	428	840	2352	2281	1186	2273	2653	1950	480	102	116	113	1690	1828	52326	47873	18934	15169	14605	298	656	134	30	4006	4793	1146	4754	5378	3813	32747	1146	707	57	275	2764	822	10722	14585	5085	4030	11104	961	833	46	183	5785	8204	11394	11702	3930	4552	154	123	92	291	1515	7817	3307	3964	4533	3632	401	143	1291	762	608	749	5453	5810	2014	4993	1583	2589	7900	184	346	58368	25856	73709	83532	61455	79300	1124	1377	604	545	4697	18740	2554	2546	10268	754	28	15	41	18	24	36	2020	2248	459	626	82	1010	779	90	119	6443	4972	33994	6702	351	164
"SMGC_123"	26	18	16	30	144	2398	106	109	10	4	37	96	299	228	3200	5516	204	1500	10	21	6	12	406	4	747	626	104	136	272	26	100	75	14	1728	320	468	1759	2359	1494	8502	10	10	20	94	936	337	4702	5957	1895	1710	12090	14	12	0	2	21	152	98	2	52	46	8	19	4	44	146	2716	488	535	650	98	744	280	2732	1496	1324	969	70589	53767	4821	8517	6313	7794	366	6	20	139	212	562	450	198	216	14	16	16	36	0	181	40	1110	0	4	11	2	54	32	8	16	11347	9470	396	366	119	146	130	12	16	78	10	6169	568	87	34
"SMGC_134"	68	76	18	30	698	1012	25	14	14	28	134	580	2398	1494	56	484	4886	114	44	32	255	114	1155	34	92918	51174	10169	18432	17577	136	515	26	10	3158	2137	426	1801	3585	2640	5243	0	2	10	28	181	148	338	1561	278	428	795	176	424	32	142	2876	4992	1563	3335	4348	1217	180	198	155	682	1092	2479	1526	2738	3945	1498	1442	515	3246	2310	1629	1498	4086	4128	4526	9873	2243	5257	2410	156	6	60	1729	131	905	8210	224	408	492	986	1015	1931	832	696	2754	2624	1196	12	8	36	10	30	28	230	224	168	260	61	44	90	10	10	62	2	888	1789	12	8
"SMGC_143"	111576	141824	2187054	2108764	688169	79605	202980	447970	58770	42050	166376	272274	28085	37130	2485	14528	45184	49110	6765	5668	10000	10531	88837	5334	44307	54991	42742	58787	25720	81232	254974	666647	2678519	304423	571058	10657	39878	236074	158103	575896	29289	28285	12533	133216	308906	157719	45504	64403	164243	118698	218509	66222	42356	20528	97309	53155	55291	11968	17734	36180	11745	11348	15005	258675	1384216	80044	37599	8008	87765	73583	114483	116616	68073	94948	43030	14127	16728	20462	26976	62290	136366	47353	67805	57486	626714	8474	18741	14276	14564	13826	17467	16797	175793	616477	839217	2405253	830155	31849	12466	27981	38824	7705	373850	584953	449973	806087	1076	3099	4013	4302	15133	17279	5559	172887	204238	2739642	4106526	277914	232125	109769	93503	65178	81346
"SMGC_147"	178	130	46	36	1126	1098	54	86	309	202	476	1240	2421	1429	112	2051	2351	1887	16	2	10	0	4517	1757	578	1400	490	514	802	2244	5678	33	2	5019	4507	519	2332	4402	3103	10839	88	54	36	242	1976	851	830	1559	9748	9754	2877	878	2396	31	112	2137	3499	1578	4847	4172	1473	582	494	212	603	11095	2203	1465	8692	12812	10744	3084	898	2184	1643	557	630	1077	1436	2702	5222	2750	4799	692	34	4	2190	2770	322	976	1516	4887	54	62	54	158	614	354	444	302	421	534	28	20	22	12	32	32	86	164	396	439	72	42	58	8	12	113	267	1110	897	31	18
"SMGC_159"	212	150	294	119	1986	12758	82	392	129	86	2121	4899	15867	13837	1801	5960	16933	9028	213	53	383	250	10116	2643	49007	48899	6598	29432	17000	508	884	163	270	24911	21749	4841	15351	14275	8100	48970	430	206	339	2413	21844	6451	39719	46334	32635	23204	78361	63242	29863	3420	10393	638147	409263	376042	245978	223510	769051	36	30	144	495	1415	3633	2137	2412	3771	4174	910	321	5786	2455	5958	6648	5942	7432	8445	17427	3026	5522	23773	771	2188	188417	63706	354779	250955	121563	104644	1376	1493	2453	2345	25832	166049	6191	24044	21620	7325	506	244	738	273	376	864	4433	2999	7339	9294	3323	283	212	246	236	766	502	16977	2738	157	108
"SMGC_163"	169	98	28	38	1073	1219	84	144	346	330	474	1070	1970	1468	428	1438	2224	2702	44	35	6	12	3384	3441	737	2493	456	487	1258	1443	3430	53	130	3798	3499	448	2388	3297	2478	9048	102	62	36	236	1920	618	992	1567	6753	6521	2654	689	1761	26	108	1887	3273	1279	3798	2950	1015	474	379	170	594	7679	1705	1504	7551	10424	8285	2367	744	2002	1233	478	451	2526	1998	2394	4460	2265	4076	469	50	18	1537	2212	446	776	1469	2017	202	328	60	202	980	877	584	200	846	730	16	29	26	26	10	22	272	266	312	446	33	74	56	11	33	98	211	1056	1083	45	8
"SMGC_170"	7662	9035	8223	7513	18820	19190	6660	20727	5977	5389	7195	11000	3701	6825	605	2370	6235	6381	3630	5190	7325	6952	12152	1879	72861	71774	19122	82565	63855	7032	17775	7596	16594	46425	39967	1465	6319	12688	9444	31930	6410	6739	3997	23588	34760	15879	38571	55765	29429	30781	72784	11146	7611	978	2616	39839	32850	20956	19502	20107	39376	6883	10898	9231	24520	9837	5967	1704	12924	11988	20172	23776	7865	12047	7633	2352	2397	3796	4975	7185	14958	4894	8145	8384	4548	10825	11851	6697	20349	16890	11823	8344	7394	8753	10515	8869	9139	39336	7131	4273	19950	3225	5276	5546	6179	6336	528	923	1983	1516	4263	5510	2204	6925	7825	3538	4141	5826	7263	12092	10084	4486	7389
"SMGC_182"	212	144	343	118	6150	5501	247	132	14	14	164	556	793	1392	154	374	521	1361	19	8	11	9	124	110	6604	5588	808	1743	1925	71	158	30	8	1415	1056	317	2119	1314	1689	6349	284	222	857	4138	70227	17266	28211	30205	333253	232276	517480	281	158	22	73	4732	5237	3122	2592	2027	1331	20	18	18	121	405	1919	580	732	993	1687	55	11	350	201	135	262	1788	1848	429	1093	261	206	358	24	39	3459	2174	4371	4742	2631	3335	110	136	546	366	4334	4483	3282	484	3861	238	22	10	52	16	10	36	252	252	480	535	90	195	168	59	44	1125	632	4409	5968	253	84
"SMGC_184"	8532	6354	13556	8195	8548	8558	4874	16251	4565	4367	30249	36060	17168	14397	899	3252	37890	9662	927	423	732	692	19301	750	7744	12590	8921	6595	6420	29445	45953	7566	8958	30074	38473	2588	8847	28952	20602	66179	3125	2214	4672	31680	59536	18988	24020	29899	145915	91869	143530	28283	14359	1559	4278	44303	37219	16276	16735	43973	24145	3760	2753	16399	36458	16232	7661	5150	21996	18986	26268	46252	15097	15758	6340	2844	3380	4696	6525	11253	23912	9251	11312	7770	5166	13853	13625	11537	14129	12483	11507	9722	14717	15348	23813	17017	6853	16531	3412	7502	7150	4267	10589	9061	11389	10112	237	1460	790	948	3496	5070	2611	8247	6815	6434	5561	1413	1300	9134	7637	2588	4465
"SMGC_19"	53	67	55	70	680	787	71	192	40	28	141	233	908	881	342	1355	846	2284	929	100	40	46	6019	3	6847	12498	8119	8531	4493	2687	4269	1145	721	15732	14397	2981	8137	23134	16079	402466	62	29	18	231	1805	698	1878	2169	3942	2857	4134	187	93	14	34	1374	1412	773	580	509	1171	138	87	60	177	791	856	873	1230	1407	3245	650	178	3629	1634	675	1064	1053	1480	4152	8609	1771	2386	1624	28	18	536	3319	1072	1399	497	394	57	103	158	267	383	1041	111	739	714	311	53	38	134	59	18	41	144	148	287	401	97	284	194	222	217	102	48	2024	775	45	13
"SMGC_20"	17381	16297	529	558	6104	5792	134	94	3583	4734	11086	31889	4630	8566	705	1126	5439	5334	3362	3458	312	181	6389	296	61562	55908	6186	21238	11654	2563	11249	250	281	25084	12975	28636	250924	16903	9838	31277	1524	1868	774	7529	3132	1307	12068	18653	11259	17234	8049	25567	60755	262	892	18201	27501	7021	10869	23123	4799	9496	12194	1647	6975	5774	7160	2131	11070	21359	5432	93486	68527	31811	28627	2126	2072	4751	3500	7250	15997	6301	11411	2616	7298	238	9875	11367	12355	14542	8686	9594	9572	22081	1541	1907	8895	7956	5077	4911	4940	1574	155	244	1860	1486	261	992	2512	5943	1707	3673	411	15286	23109	456	1339	752	1030	13231	3328	222	134
"SMGC_200"	197	102	34	46	1259	1529	74	130	417	295	536	1458	2511	1427	203	1584	2095	4731	26	14	18	14	5385	3089	672	1324	688	677	1087	1940	4867	40	0	4469	3348	458	2255	3907	2781	10980	66	58	32	250	2071	768	723	1910	8874	9042	2595	990	3175	32	135	2527	4099	1883	5695	4287	1552	541	445	245	682	10662	2190	1874	8733	13308	10900	3368	987	2534	2094	660	699	1176	1420	3084	5712	3066	5615	702	88	6	1686	2373	387	1108	1599	3232	41	54	56	81	1052	627	378	627	963	126	18	8	25	8	22	18	56	192	395	550	65	55	39	0	12	77	134	826	986	37	11
"SMGC_203"	256	181	648	308	335	3898	382	623	70	148	120	196	86	148	2380	2858	186	346	6	4	10	2	296	0	399	568	118	194	152	334	893	386	372	1798	764	226	1239	1808	979	6438	60	40	168	699	317	88	733	908	540	496	1910	20	6	4	24	550	134	81	0	108	42	119	76	479	881	140	1773	112	414	470	512	945	353	1439	744	579	528	31815	23905	2077	4305	2700	3622	126	254	542	235	190	306	272	240	150	183	150	339	220	0	336	0	769	140	0	155	218	255	439	10	18	4791	3763	207	227	83	515	379	303	224	136	168	15211	1232	302	330
"SMGC_204"	80	56	42	20	561	12985	202	102	37	24	144	288	201	182	14226	19597	618	2301	24	16	22	24	1704	598	1307	1821	427	444	442	50	80	26	76	1094	460	416	1530	2005	1560	5509	6	0	15	92	384	178	3398	5528	754	1004	6121	30	84	0	4	184	324	114	384	147	48	34	32	6	80	282	3024	436	816	871	1043	735	246	2216	1899	1101	928	51036	46463	2911	5817	4052	7484	1246	6	2	596	870	254	864	571	430	16	20	10	74	270	238	88	72	0	0	34	24	126	40	24	56	28897	19477	476	514	205	434	420	31	40	72	32	15147	624	109	48
"SMGC_209"	50	29	87	52	1056	2425	68	99	78	46	1293	2437	29203	13323	25083	51749	33719	37077	18	8	40	14	5141	2526	7041	8730	922	2152	6797	279	583	471	472	20279	18182	3191	10145	12398	9097	49980	35	13	38	226	1502	618	4103	5976	2785	2755	8717	114	119	12	46	906	2359	928	2435	540	810	117	129	78	291	752	1805	6410	1464	2202	1542	454	194	5688	2687	1396	1737	3462	5576	3358	7844	2020	3592	2837	51	353	613	2374	3446	8131	846	4162	261	328	605	558	2366	2736	663	1032	1468	1038	15	16	54	48	30	93	965	564	724	4186	184	60	50	27	18	46	185	3328	997	8	14
"SMGC_212"	220	130	110	90	3038	3083	301	408	22	20	131	542	2405	2133	311	849	1224	3392	114	34	50	30	1886	666	5476	9059	3549	2124	1058	105	241	42	717	1835	1722	148	1217	2446	1546	10030	315	181	59	278	2738	984	2544	3064	7388	6227	9726	358	250	18	72	2658	4170	2551	3147	1501	1076	73	108	40	158	464	1051	1894	645	2726	1016	244	104	486	393	239	351	958	2581	983	2508	749	1338	32450	161	35	2771	3257	3330	7203	3396	4306	425	540	1554	1734	5899	3444	1045	8671	3476	1574	986	214	1973	600	744	993	3270	1790	48870	49917	2482	866	794	92	123	469	287	4196	2988	132	27
"SMGC_213"	31868	34313	19959	18650	39659	17509	13999	40617	15088	17728	17215	33572	3641	12381	599	2254	5879	7638	8512	7345	13950	12716	6221	662	13201	18732	14502	25589	25565	18437	52356	18411	29082	18153	16811	1190	5846	24315	16406	62713	16013	16635	14749	82894	61862	30675	15656	25971	55354	65192	73555	28574	25875	2692	8415	29043	36508	8484	11826	25454	7262	26752	37288	33211	87845	29939	15329	8715	40339	49138	60200	108157	30778	30719	16787	3690	3796	4522	6104	16183	31111	13602	21035	38590	15557	41464	8925	9881	6296	11230	13598	10098	29861	34835	46176	41107	11411	13158	4758	11899	13879	3790	13879	16946	18971	18416	691	2473	1466	1489	16531	21277	4021	24356	26703	9413	12391	9051	12513	26561	23095	9120	13993
"SMGC_218"	16668	10320	18844	13289	32457	41197	2020	5619	3705	2126	14715	27258	32915	81222	2771	24111	24778	22122	4579	980	591	366	126408	4852	31862	119671	173475	19979	19283	42908	90461	20756	17788	321896	217663	21658	90318	508400	369286	1587015	36179	19994	20085	99466	185300	53541	150143	226264	621692	557017	498712	607075	523173	8092	32596	669168	923598	294712	408529	914637	295269	15279	12433	47337	123917	95859	130295	40029	215821	239023	110814	114966	31870	488339	262763	47632	46970	65098	78216	134613	278044	91966	152441	70183	16537	42712	247502	407743	148899	295321	519318	377077	9828	11115	8127	8875	31061	49732	27134	81870	81075	29578	266776	120032	19471	5951	3563	5312	16145	11740	128753	144091	17052	20036	17199	9580	10671	3588	2930	51940	21625	1315	576
"SMGC_219"	404	146	68	39	558	1272	98	73	993	940	559	829	1603	10040	216	538	1063	690	270	82	967	42	1892	1780	1754	2096	1791	417	709	1968	5099	290	89	8477	4447	718	3490	14514	10830	22816	420	110	86	390	549	179	517	882	857	1016	1282	918	831	1168	139	835	1278	403	1790	617	299	18885	14663	1075	3426	9384	3393	2708	34090	53307	10824	2121	623	2962	1815	741	1050	1181	1382	2495	5444	2115	5163	43504	408	332	749	1337	1165	1436	728	699	2529	3301	512	972	5821	3889	3493	10069	7632	4948	135	57	113	46	622	114	562	404	316	308	1225	568	390	59	30	185	257	5738	444	48	22
"SMGC_221"	369	410	975	579	9395	41773	591	1750	796	496	15121	39370	122558	73296	9545	31966	122440	62952	1571	251	2853	2096	59137	1810	434729	405277	51877	260325	110640	3722	5661	1230	853	171777	154576	38440	108456	93918	52495	365596	2856	1490	2354	18781	168502	43760	310805	368050	268213	175919	628313	560105	258580	30983	86420	5694351	3377991	3146196	1990795	1920091	6942473	212	182	733	3553	7966	28244	18227	15892	18687	27311	5935	1949	41214	17494	49363	51119	42888	54883	73113	138156	19692	29905	147808	2183	17457	1694853	554285	3197577	2195283	1096152	938427	8776	8610	16197	11160	130968	1289786	42381	141072	163879	46367	1972	521	5230	1735	3246	6392	38149	23004	62601	76119	29059	939	1039	837	576	3519	1670	83447	12988	912	427
"SMGC_226"	33591	36139	85903	71673	70894	29468	29584	90196	19168	22941	37940	75458	8020	18481	1741	4965	15905	15673	12522	15856	14346	19402	16866	2827	34251	40010	29203	45281	35964	33042	92903	40680	88876	41022	39297	3250	13153	52279	41170	154569	17114	16623	15713	133473	110952	61580	34542	65940	79248	82334	128932	53873	35187	4173	14611	70868	87639	14006	21164	50361	14527	21925	32474	65681	191163	43050	28273	7178	66624	74300	78158	132544	47593	43736	25293	6117	7789	17130	21944	25207	68974	22757	42720	10842	30916	58389	18570	17586	21127	26130	21197	16580	28535	42533	53524	70208	16779	11061	2835	11298	8779	7054	29618	36590	38350	53243	620	3051	6544	5787	7305	12231	4809	33026	34164	66112	89477	19400	22586	37740	35177	16625	25120
"SMGC_23"	162	74	168	127	1414	9098	425	503	34	33	191	374	2158	640	1894	3481	2660	6226	10	9	6	12	395	613	588	1356	222	228	357	48	135	53	80	1179	1284	414	1854	2214	1567	7568	37	9	30	266	1341	556	5957	7573	2827	1990	6584	509	313	39	136	6591	6936	14049	12889	3465	3053	48	39	64	229	579	3878	582	1027	1294	1478	354	127	1955	1062	1127	1154	67564	81570	5083	11221	4620	6445	3508	63	141	2866	3070	5267	8801	6047	8937	64	82	115	82	150	1955	93	686	79	678	55	20	103	77	30	80	3321	1763	704	892	132	227	186	65	67	628	217	29229	2002	218	99
"SMGC_239"	157	121	225	184	2794	10024	230	529	112	59	960	3358	18221	11761	7552	20820	11768	11797	81	67	61	59	171794	2178	12595	18721	1560	3198	36976	3158	5122	10180	7046	601680	313867	30008	83749	153294	85263	956817	67	44	80	388	2605	1997	4263	9330	2708	4342	10839	567	327	35	242	6045	10871	3086	7952	1783	2218	106	105	111	636	1389	3909	9157	1960	5498	3368	3139	964	93699	43116	18577	19841	27521	33878	39469	80347	21050	24443	4774	190	131	1408	4827	16698	25904	1935	3206	559	543	1113	980	8501	17611	5743	4013	9677	3806	52	35	104	82	48	351	1191	816	1081	2036	236	195	140	75	63	364	481	10565	2128	143	45
"SMGC_24"	12	14	25	38	104	1420	12	59	8	6	16	46	278	221	81	8	322	286	34	0	2	4	186	2	486	830	299	287	281	30	76	10	2	212	122	34	190	216	242	516	84	66	6	56	302	110	948	1165	404	662	1196	2876	2326	130	422	13003	13694	192473	123160	13475	17064	8	8	8	50	33	478	32	204	177	144	38	14	76	64	18	146	269	240	48	190	43	234	184	90	213	25129	7063	87856	124655	23610	30552	42	24	52	82	884	5154	64	1163	276	242	13	11	4	4	2	2	72	74	21	28	4	56	63	27	40	96	57	4215	234	42	21
"SMGC_241"	14111	17689	706	1411	54386	22154	421	226	192753	426702	50074	160983	63652	85806	12966	15875	62528	68243	7143	7046	5157	2721	24232	1552	87211	70351	37927	52048	32792	14554	64716	2589	5824	115109	90930	4840	24021	57882	32548	136581	24631	34274	10045	125563	16922	5148	36980	46565	25271	29993	43477	58396	181231	783	2142	15776	26251	10331	15217	17949	8699	8494	9121	1784	6236	13054	16997	7081	38690	71844	30134	81726	52101	22991	21380	5496	6046	18593	13776	19535	40772	17840	33574	22270	38761	11448	65600	34690	45773	47042	41007	41319	244920	547458	5122	7998	85469	15288	11071	9062	20287	4574	3495	7035	1551	1110	695	2238	22833	45325	5509	11020	1866	15968	26948	771	2336	47640	74166	54094	21777	974	572
"SMGC_244"	285	201	58	98	2001	5293	56	68	1282	2377	3270	8558	1383	2112	287	574	950	1653	15240	14738	174	82	12111	469	19667	11064	2200	4169	2276	357	1349	129	140	71213	31721	3139	12110	10717	4851	33390	194	263	181	1495	2848	576	14534	18313	3956	4848	14087	824	2079	33	147	1948	3044	1417	1617	2126	1013	1178	1304	341	1198	5100	24851	7925	12669	23768	15885	2001	1104	2880	2462	1456	1111	13139	9011	2394	5765	2933	6470	3480	462	539	38270	17429	17040	18579	10519	13857	1922	4171	602	971	6842	5251	4104	2596	6856	1655	34	43	82	66	52	158	826	1216	512	1014	240	294	469	63	63	522	810	26074	1448	210	77
